tracks,occurrence,freqency
"Darkest Dungeon - Theme",1,0.100000
"Terres Perdues",1,0.100000
"Travel in Woods",1,0.100000
"Minn Kona",1,0.100000
"Parapluie",1,0.100000
"Another Home",1,0.100000
"Commencing The Descent",1,0.100000
"Regicide",1,0.100000
"Ladybug",1,0.100000
"Flashback",1,0.100000
"Minute Clinic",1,0.100000
"Kingdom Of Three Seas",1,0.100000
"Out into the West",1,0.100000
"The Approaching Light",1,0.100000
"Weiyang Palace",1,0.100000
"New Dalaran",1,0.100000
"England (The Industrial Era)",1,0.100000
"Rauha",1,0.100000
"Rome (The Industrial Era)",1,0.100000
"Matka Alkaa",1,0.100000
"Matka Petroskoihin",1,0.100000
"Faren's Flier",1,0.100000
"Far from Home",1,0.100000
"The Manifestation",1,0.100000
"Hunter, Scholar, Soldier",1,0.100000
"Main Theme",1,0.100000
"A New World",1,0.100000
"Snow Dancer",1,0.100000
"Origins",1,0.100000
"Medley",1,0.100000
"Totems of the Grizzlemaw",2,0.200000
"O Magnum Mysterium",1,0.100000
"Witch of the Woods",1,0.100000
"Ashes (feat. Eivør)",1,0.100000
"Breaking Through",1,0.100000
"Dead Cells",1,0.100000
"The Reach of Your Godhood",1,0.100000
"Salvation",1,0.100000
"Legend of the Eagle Bearer (Main Theme)",1,0.100000
"Assassin's Creed",1,0.100000
"Sparta",1,0.100000
"Pandora's Cove",1,0.100000
"Firelink Shrine",1,0.100000
"Trine 2 Main Theme",1,0.100000
"Road to Eternity (Ending Credits)",1,0.100000
"Medieval Dragon",1,0.100000
"Divinity - Original Sin 2 - Main Theme",1,0.100000
"Rivellon",2,0.200000
"A Part of Their Story",1,0.100000
"A Tear in the Veil",1,0.100000
"Deja Vu",1,0.100000
"Hope (Title Theme)",1,0.100000
"Eora - Title Theme",1,0.100000
"Heart of Pandaria",1,0.100000
"Temple Of The Five Dawns",1,0.100000
"Octopath Traveler -Main Theme-",1,0.100000
"Spiritfarer",1,0.100000
"12 Years Later - From Treasure Planet/Score",1,0.100000
"Dark Corners Of The World",1,0.100000
"Princess Mononoke - The Legend of Ashitaka",1,0.100000
"The Fallen Hope",1,0.100000
"Castlevania Live",1,0.100000
"Reckoning Main Theme",1,0.100000
"The Age of Arcana",1,0.100000
"Ichthyosaurus Communis",1,0.100000
"Yes! (feat. Jack Liebeck)",1,0.100000
"Kaer Morhen",2,0.200000
"メインメニュー",1,0.100000
"Epilogue",1,0.100000
"Adamant Fortress",1,0.100000
"Moon Temple",1,0.100000
"The Shadow System",1,0.100000
"Shores Of The Long Lake",1,0.100000
"The Trade Routes - Rovin Clans Theme",1,0.100000
"Years Of Training - Part 1 - Motherland",1,0.100000
"Safe Haven",1,0.100000
"Path of the Godwoken",1,0.100000
"Byzantium",1,0.100000
"As Long as We Both Shall Live",1,0.100000
"I Am Justice",1,0.100000
"Let Them Up",1,0.100000
"Forest Meadow",1,0.100000
"After The Storm",1,0.100000
"Half-Turned Drusilla",1,0.100000
"Those United in Common Cause",1,0.100000
"The Lost Temple",1,0.100000
"Fresh Paint",1,0.100000
"Unbroken Road",1,0.100000
"The Jerall Mountains",1,0.100000
"Seven Thousand Steps",1,0.100000
"Wind Guide You",1,0.100000
"Mother Teresa",1,0.100000
"Dyrwood",1,0.100000
"Skaen",1,0.100000
"Oldsong",1,0.100000
"Woedica",1,0.100000
"Burial Isle",1,0.100000
"Engwith",1,0.100000
"The Endless Paths I",1,0.100000
"The Endless Paths II",1,0.100000
"njól",1,0.100000
"Suramar",1,0.100000
"Mire",1,0.100000
"Passages",1,0.100000
"Always (Sanford Mix)",1,0.100000
"Journey to Skyhold",1,0.100000
"Comrades in Arms",1,0.100000
"Path of Tears",1,0.100000
"Time & Tide",1,0.100000
"Moonlit Melody",1,0.100000
"The Road to Isengard",1,0.100000
"A Moment's Peace",1,0.100000
"Long Ago & Far Away",1,0.100000
"Maker of Worlds",1,0.100000
"Fated Lands",1,0.100000
"Heartland's Sigh",1,0.100000
"Of Storms and Half-light",1,0.100000
"Kynareth's Wish",1,0.100000
"Lost Glory",1,0.100000
"Albion Awaits",1,0.100000
"Dragon Age: Origins",1,0.100000
"Nightsong",1,0.100000
"May It Be",1,0.100000
"Song of Elune",1,0.100000
"The Traveler's Path",1,0.100000
"Way Of The Monk",1,0.100000
"Darnassus",1,0.100000
"Evenstar",1,0.100000
"Guardians of Nordrassil",1,0.100000
"A World Divided",1,0.100000
"May It Be (Vocals Version) [Featuring Tara Scammell]",1,0.100000
"The Return of the King / Finale",1,0.100000
"Arthas, My Son (Cinematic Intro)",1,0.100000
"Howling Fjord",1,0.100000
"Rise of the Vrykul",1,0.100000
"The Shadow of the Past / A Knife In the Dark",1,0.100000
"Silver For Monsters...",1,0.100000
"Times Change",1,0.100000
"SHA (Spirits of Hatred)",1,0.100000
"Assault on New Avalon",1,0.100000
"Forth Eorlungas / Isengard Unleashed",1,0.100000
"Azeroth's Last Hope",1,0.100000
"Kingdoms Will Burn",1,0.100000
"Into the West",1,0.100000
"Misty Mountains",1,0.100000
"Dragonborn",1,0.100000
"Canticle Of Sacrifice",1,0.100000
"The Fellowship",1,0.100000
"Into the West (Vocals Version) [Featuring Helen Hobson]",1,0.100000
"The Trail",1,0.100000
"Wolven Storm (English)",1,0.100000
"I Am the One (High Fantasy Version)",1,0.100000
"The Dawn Will Come",1,0.100000
"Dragon Age Inquisition Medley: The Dawn Will Come / Enchanter / Once We Were",1,0.100000
